api_name,example_name,example_url,usage_type,notes
PerspectiveCamera,webgl_lights_spotlights,https://threejs.org/examples/#webgl_lights_spotlights,primary,PerspectiveCamera view projection
SpotLight,webgl_lights_spotlights,https://threejs.org/examples/#webgl_lights_spotlights,secondary,SpotLight illumination
WebGLRenderer,webgl_lights_rectarealight,https://threejs.org/examples/#webgl_lights_rectarealight,primary,Core rendering infrastructure
Scene,webgl_lights_rectarealight,https://threejs.org/examples/#webgl_lights_rectarealight,primary,Core rendering infrastructure
PerspectiveCamera,webgl_lights_rectarealight,https://threejs.org/examples/#webgl_lights_rectarealight,primary,PerspectiveCamera view projection
RectAreaLight,webgl_lights_rectarealight,https://threejs.org/examples/#webgl_lights_rectarealight,secondary,RectAreaLight illumination
WebGLRenderer,webgl_lines_colors,https://threejs.org/examples/#webgl_lines_colors,primary,Core rendering infrastructure
Scene,webgl_lines_colors,https://threejs.org/examples/#webgl_lines_colors,primary,Core rendering infrastructure
PerspectiveCamera,webgl_lines_colors,https://threejs.org/examples/#webgl_lines_colors,primary,PerspectiveCamera view projection
Line,webgl_lines_colors,https://threejs.org/examples/#webgl_lines_colors,secondary,
WebGLRenderer,webgl_lines_dashed,https://threejs.org/examples/#webgl_lines_dashed,primary,Core rendering infrastructure
Scene,webgl_lines_dashed,https://threejs.org/examples/#webgl_lines_dashed,primary,Core rendering infrastructure
PerspectiveCamera,webgl_lines_dashed,https://threejs.org/examples/#webgl_lines_dashed,primary,PerspectiveCamera view projection
Line,webgl_lines_dashed,https://threejs.org/examples/#webgl_lines_dashed,secondary,
WebGLRenderer,webgl_lines_fat,https://threejs.org/examples/#webgl_lines_fat,primary,Core rendering infrastructure
Scene,webgl_lines_fat,https://threejs.org/examples/#webgl_lines_fat,primary,Core rendering infrastructure
PerspectiveCamera,webgl_lines_fat,https://threejs.org/examples/#webgl_lines_fat,primary,PerspectiveCamera view projection
Line,webgl_lines_fat,https://threejs.org/examples/#webgl_lines_fat,secondary,
WebGLRenderer,webgl_lines_fat_raycasting,https://threejs.org/examples/#webgl_lines_fat_raycasting,primary,Core rendering infrastructure
Scene,webgl_lines_fat_raycasting,https://threejs.org/examples/#webgl_lines_fat_raycasting,primary,Core rendering infrastructure
PerspectiveCamera,webgl_lines_fat_raycasting,https://threejs.org/examples/#webgl_lines_fat_raycasting,primary,PerspectiveCamera view projection
Line,webgl_lines_fat_raycasting,https://threejs.org/examples/#webgl_lines_fat_raycasting,secondary,
Raycaster,webgl_lines_fat_raycasting,https://threejs.org/examples/#webgl_lines_fat_raycasting,secondary,Object intersection testing
WebGLRenderer,webgl_lines_fat_wireframe,https://threejs.org/examples/#webgl_lines_fat_wireframe,primary,Core rendering infrastructure
Scene,webgl_lines_fat_wireframe,https://threejs.org/examples/#webgl_lines_fat_wireframe,primary,Core rendering infrastructure
PerspectiveCamera,webgl_lines_fat_wireframe,https://threejs.org/examples/#webgl_lines_fat_wireframe,primary,PerspectiveCamera view projection
Line,webgl_lines_fat_wireframe,https://threejs.org/examples/#webgl_lines_fat_wireframe,secondary,
WebGLRenderer,webgl_loader_3dm,https://threejs.org/examples/#webgl_loader_3dm,primary,Core rendering infrastructure
Scene,webgl_loader_3dm,https://threejs.org/examples/#webgl_loader_3dm,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_3dm,https://threejs.org/examples/#webgl_loader_3dm,primary,PerspectiveCamera view projection
Rhino3dmLoader,webgl_loader_3dm,https://threejs.org/examples/#webgl_loader_3dm,primary,Loads Rhino3dm format assets
WebGLRenderer,webgl_loader_3ds,https://threejs.org/examples/#webgl_loader_3ds,primary,Core rendering infrastructure
Scene,webgl_loader_3ds,https://threejs.org/examples/#webgl_loader_3ds,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_3ds,https://threejs.org/examples/#webgl_loader_3ds,primary,PerspectiveCamera view projection
TDSLoader,webgl_loader_3ds,https://threejs.org/examples/#webgl_loader_3ds,primary,Loads TDS format assets
WebGLRenderer,webgl_loader_3dtiles,https://threejs.org/examples/#webgl_loader_3dtiles,primary,Core rendering infrastructure
Scene,webgl_loader_3dtiles,https://threejs.org/examples/#webgl_loader_3dtiles,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_3dtiles,https://threejs.org/examples/#webgl_loader_3dtiles,primary,PerspectiveCamera view projection
TilesLoader,webgl_loader_3dtiles,https://threejs.org/examples/#webgl_loader_3dtiles,primary,Loads Tiles format assets
WebGLRenderer,webgl_loader_3mf,https://threejs.org/examples/#webgl_loader_3mf,primary,Core rendering infrastructure
Scene,webgl_loader_3mf,https://threejs.org/examples/#webgl_loader_3mf,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_3mf,https://threejs.org/examples/#webgl_loader_3mf,primary,PerspectiveCamera view projection
ThreeMFLoader,webgl_loader_3mf,https://threejs.org/examples/#webgl_loader_3mf,primary,Loads ThreeMF format assets
WebGLRenderer,webgl_loader_3mf_materials,https://threejs.org/examples/#webgl_loader_3mf_materials,primary,Core rendering infrastructure
Scene,webgl_loader_3mf_materials,https://threejs.org/examples/#webgl_loader_3mf_materials,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_3mf_materials,https://threejs.org/examples/#webgl_loader_3mf_materials,primary,PerspectiveCamera view projection
ThreeMFLoader,webgl_loader_3mf_materials,https://threejs.org/examples/#webgl_loader_3mf_materials,primary,Loads ThreeMF format assets
WebGLRenderer,webgl_loader_amf,https://threejs.org/examples/#webgl_loader_amf,primary,Core rendering infrastructure
Scene,webgl_loader_amf,https://threejs.org/examples/#webgl_loader_amf,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_amf,https://threejs.org/examples/#webgl_loader_amf,primary,PerspectiveCamera view projection
AMFLoader,webgl_loader_amf,https://threejs.org/examples/#webgl_loader_amf,primary,Loads AMF format assets
WebGLRenderer,webgl_loader_bvh,https://threejs.org/examples/#webgl_loader_bvh,primary,Core rendering infrastructure
Scene,webgl_loader_bvh,https://threejs.org/examples/#webgl_loader_bvh,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_bvh,https://threejs.org/examples/#webgl_loader_bvh,primary,PerspectiveCamera view projection
BVHLoader,webgl_loader_bvh,https://threejs.org/examples/#webgl_loader_bvh,primary,Loads BVH format assets
WebGLRenderer,webgl_loader_collada,https://threejs.org/examples/#webgl_loader_collada,primary,Core rendering infrastructure
Scene,webgl_loader_collada,https://threejs.org/examples/#webgl_loader_collada,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_collada,https://threejs.org/examples/#webgl_loader_collada,primary,PerspectiveCamera view projection
ColladaLoader,webgl_loader_collada,https://threejs.org/examples/#webgl_loader_collada,primary,Loads Collada format assets
WebGLRenderer,webgl_loader_collada_kinematics,https://threejs.org/examples/#webgl_loader_collada_kinematics,primary,Core rendering infrastructure
Scene,webgl_loader_collada_kinematics,https://threejs.org/examples/#webgl_loader_collada_kinematics,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_collada_kinematics,https://threejs.org/examples/#webgl_loader_collada_kinematics,primary,PerspectiveCamera view projection
ColladaLoader,webgl_loader_collada_kinematics,https://threejs.org/examples/#webgl_loader_collada_kinematics,primary,Loads Collada format assets
WebGLRenderer,webgl_loader_collada_skinning,https://threejs.org/examples/#webgl_loader_collada_skinning,primary,Core rendering infrastructure
Scene,webgl_loader_collada_skinning,https://threejs.org/examples/#webgl_loader_collada_skinning,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_collada_skinning,https://threejs.org/examples/#webgl_loader_collada_skinning,primary,PerspectiveCamera view projection
AnimationMixer,webgl_loader_collada_skinning,https://threejs.org/examples/#webgl_loader_collada_skinning,secondary,Animation playback controller
AnimationClip,webgl_loader_collada_skinning,https://threejs.org/examples/#webgl_loader_collada_skinning,secondary,
ColladaLoader,webgl_loader_collada_skinning,https://threejs.org/examples/#webgl_loader_collada_skinning,primary,Loads Collada format assets
WebGLRenderer,webgl_loader_draco,https://threejs.org/examples/#webgl_loader_draco,primary,Core rendering infrastructure
Scene,webgl_loader_draco,https://threejs.org/examples/#webgl_loader_draco,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_draco,https://threejs.org/examples/#webgl_loader_draco,primary,PerspectiveCamera view projection
DRACOLoader,webgl_loader_draco,https://threejs.org/examples/#webgl_loader_draco,primary,Loads DRACO format assets
WebGLRenderer,webgl_loader_fbx,https://threejs.org/examples/#webgl_loader_fbx,primary,Core rendering infrastructure
Scene,webgl_loader_fbx,https://threejs.org/examples/#webgl_loader_fbx,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_fbx,https://threejs.org/examples/#webgl_loader_fbx,primary,PerspectiveCamera view projection
FBXLoader,webgl_loader_fbx,https://threejs.org/examples/#webgl_loader_fbx,primary,Loads FBX format assets
WebGLRenderer,webgl_loader_fbx_nurbs,https://threejs.org/examples/#webgl_loader_fbx_nurbs,primary,Core rendering infrastructure
Scene,webgl_loader_fbx_nurbs,https://threejs.org/examples/#webgl_loader_fbx_nurbs,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_fbx_nurbs,https://threejs.org/examples/#webgl_loader_fbx_nurbs,primary,PerspectiveCamera view projection
FBXLoader,webgl_loader_fbx_nurbs,https://threejs.org/examples/#webgl_loader_fbx_nurbs,primary,Loads FBX format assets
NURBSSurface,webgl_loader_fbx_nurbs,https://threejs.org/examples/#webgl_loader_fbx_nurbs,secondary,
WebGLRenderer,webgl_loader_gcode,https://threejs.org/examples/#webgl_loader_gcode,primary,Core rendering infrastructure
Scene,webgl_loader_gcode,https://threejs.org/examples/#webgl_loader_gcode,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_gcode,https://threejs.org/examples/#webgl_loader_gcode,primary,PerspectiveCamera view projection
GCodeLoader,webgl_loader_gcode,https://threejs.org/examples/#webgl_loader_gcode,primary,Loads GCode format assets
WebGLRenderer,webgl_loader_gltf,https://threejs.org/examples/#webgl_loader_gltf,primary,Core rendering infrastructure
Scene,webgl_loader_gltf,https://threejs.org/examples/#webgl_loader_gltf,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_gltf,https://threejs.org/examples/#webgl_loader_gltf,primary,PerspectiveCamera view projection
GLTFLoader,webgl_loader_gltf,https://threejs.org/examples/#webgl_loader_gltf,primary,Loads GLTF format assets
WebGLRenderer,webgl_loader_gltf_animation_pointer,https://threejs.org/examples/#webgl_loader_gltf_animation_pointer,primary,Core rendering infrastructure
Scene,webgl_loader_gltf_animation_pointer,https://threejs.org/examples/#webgl_loader_gltf_animation_pointer,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_gltf_animation_pointer,https://threejs.org/examples/#webgl_loader_gltf_animation_pointer,primary,PerspectiveCamera view projection
AnimationMixer,webgl_loader_gltf_animation_pointer,https://threejs.org/examples/#webgl_loader_gltf_animation_pointer,secondary,Animation playback controller
AnimationClip,webgl_loader_gltf_animation_pointer,https://threejs.org/examples/#webgl_loader_gltf_animation_pointer,secondary,
GLTFLoader,webgl_loader_gltf_animation_pointer,https://threejs.org/examples/#webgl_loader_gltf_animation_pointer,primary,Loads GLTF format assets
WebGLRenderer,webgl_loader_gltf_progressive_lod,https://threejs.org/examples/#webgl_loader_gltf_progressive_lod,primary,Core rendering infrastructure
Scene,webgl_loader_gltf_progressive_lod,https://threejs.org/examples/#webgl_loader_gltf_progressive_lod,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_gltf_progressive_lod,https://threejs.org/examples/#webgl_loader_gltf_progressive_lod,primary,PerspectiveCamera view projection
GLTFLoader,webgl_loader_gltf_progressive_lod,https://threejs.org/examples/#webgl_loader_gltf_progressive_lod,primary,Loads GLTF format assets
WebGLRenderer,webgl_loader_gltf_avif,https://threejs.org/examples/#webgl_loader_gltf_avif,primary,Core rendering infrastructure
Scene,webgl_loader_gltf_avif,https://threejs.org/examples/#webgl_loader_gltf_avif,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_gltf_avif,https://threejs.org/examples/#webgl_loader_gltf_avif,primary,PerspectiveCamera view projection
GLTFLoader,webgl_loader_gltf_avif,https://threejs.org/examples/#webgl_loader_gltf_avif,primary,Loads GLTF format assets
WebGLRenderer,webgl_loader_gltf_compressed,https://threejs.org/examples/#webgl_loader_gltf_compressed,primary,Core rendering infrastructure
Scene,webgl_loader_gltf_compressed,https://threejs.org/examples/#webgl_loader_gltf_compressed,primary,Core rendering infrastructure
PerspectiveCamera,webgl_loader_gltf_compressed,https://threejs.org/examples/#webgl_loader_gltf_compressed,primary,PerspectiveCamera view projection
GLTFLoader,webgl_loader_gltf_compressed,https://threejs.org/examples/#webgl_loader_gltf_compressed,primary,Loads GLTF format assets
WebGLRenderer,webgl_loader_gltf_dispersion,https://threejs.org/examples/#webgl_loader_gltf_dispersion,primary,Core rendering infrastructure
