name,source,category,subcategory,type,url,description,project_tags,domain_tags,production_ready,learning_value,blender_dep,sacred_circuits_relevance,priority_score,related_apis,example_count,notes
Mocha,awesome-js,Testing,Framework,library,https://mochajs.org/,Flexible test framework for Node.js and browser,Infrastructure,testing|bdd|tdd|async,0.9,0.8,0.0,0.4,0.9,,0,Flexible test runner
RxJS,awesome-js,State Management,Reactive,library,https://rxjs.dev/,Reactive programming library using Observables,Infrastructure|Wall,reactive|observables|async|streams,0.9,0.8,0.0,0.5,0.9,,0,Reactive programming standard
MobX,awesome-js,State Management,Reactive,library,https://mobx.js.org/,Transparent functional reactive state management,Wall,state|reactive|observable|proxy,0.9,0.8,0.0,0.4,0.9,,0,Simple state management
Redux,awesome-js,State Management,Store,library,https://redux.js.org/,Predictable state container for JS apps,Wall|Infrastructure,state|flux|immutable|middleware,0.9,0.8,0.0,0.4,0.9,,0,Standard React state management
Lodash,awesome-js,Utilities,General,library,https://lodash.com/,Modern utility library with performance focus,Infrastructure,utility|functional|collection|array,0.9,0.8,0.0,0.4,0.9,,0,Standard utility library
date-fns,awesome-js,Date/Time,General,library,https://date-fns.org/,Modern JavaScript date utility library,Infrastructure,date|time|modular|immutable,0.9,0.8,0.0,0.4,0.9,,0,Modern modular date library
Day.js,awesome-js,Date/Time,General,library,https://day.js.org/,2KB immutable date library alternative to Moment,Infrastructure,date|time|lightweight|immutable,0.9,0.8,0.0,0.4,0.9,,0,Lightweight Moment replacement
Socket.io,awesome-js,HTTP,Realtime,library,https://socket.io/,Real-time bidirectional event-based communication,Infrastructure|Pantheon,websocket|realtime|events|bidirectional,0.9,0.8,0.0,0.6,0.9,,0,Real-time for oracle sessions
Express,awesome-js,Routing,Server,library,https://expressjs.com/,Fast unopinionated minimalist web framework,Infrastructure,server|http|routing|middleware,0.9,0.8,0.0,0.5,0.9,,0,Node.js web framework
Fastify,awesome-js,Routing,Server,library,https://fastify.dev/,Fast and low overhead web framework,Infrastructure,server|http|fast|schema,0.9,0.8,0.0,0.4,0.9,,0,High-performance server
localForage,awesome-js,Utilities,Storage,library,https://localforage.github.io/localForage/,Offline storage using IndexedDB/WebSQL/localStorage,Infrastructure|Wall,storage|indexeddb|offline|async,0.9,0.8,0.0,0.5,0.9,,0,Best offline storage library
i18next,awesome-js,Utilities,I18n,library,https://www.i18next.com/,Internationalization framework for JavaScript,Infrastructure|Wall,i18n|translation|localization|react,0.9,0.8,0.0,0.5,0.9,,0,Greek language support for oracle
Papa Parse,awesome-js,Utilities,Files,library,https://www.papaparse.com/,Powerful CSV parsing and export library,Infrastructure,csv|parsing|export|streaming,0.9,0.8,0.0,0.5,0.9,,0,CSV handling for data pipeline
CodeMirror,awesome-js,Editors,Code,library,https://codemirror.net/,Versatile in-browser code editor,Wall,editor|code|syntax|extensible,0.9,0.8,0.0,0.3,0.9,,0,Extensible code editor
Monaco Editor,awesome-js,Editors,Code,library,https://microsoft.github.io/monaco-editor/,Code editor powering VS Code,Wall,editor|code|vscode|typescript,0.9,0.8,0.0,0.3,0.9,,0,VS Code editor component
Quill,awesome-js,Editors,Rich Text,library,https://quilljs.com/,Modern rich text editor with cross-browser support,Wall,editor|wysiwyg|rich-text|modular,0.9,0.8,0.0,0.4,0.9,,0,Rich text for oracle notes
AG Grid,awesome-js,UI,Table,library,https://www.ag-grid.com/,Enterprise-grade data grid component,Wall,table|grid|enterprise|virtual,0.9,0.8,0.0,0.3,0.9,,0,Enterprise data grid
Fuse.js,awesome-js,Utilities,Search,library,https://www.fusejs.io/,Lightweight fuzzy-search library,Wall|Infrastructure,search|fuzzy|client-side|lightweight,0.9,0.8,0.0,0.6,0.9,,0,Client-side deity search
FullCalendar,awesome-js,UI,Calendar,library,https://fullcalendar.io/,Full-sized drag-and-drop event calendar,Wall,calendar|events|drag-drop|responsive,0.9,0.8,0.0,0.3,0.9,,0,Calendar component
nodemon,awesome-js,Utilities,Process,library,https://nodemon.io/,Monitor source changes and restart server,Infrastructure,development|restart|monitor|watch,0.9,0.8,0.0,0.4,0.9,,0,Dev server auto-restart
Inquirer.js,awesome-js,Utilities,CLI,library,https://github.com/SBoudrias/Inquirer.js,Collection of interactive CLI prompts,Infrastructure,cli|prompts|interactive|input,0.9,0.8,0.0,0.4,0.9,,0,CLI prompt library
React Native,awesome-js,UI,Mobile,library,https://reactnative.dev/,Framework for building native mobile apps with React,Wall,mobile|native|react|cross-platform,0.9,0.8,0.0,0.4,0.9,,0,Mobile app development
Electron,awesome-js,UI,Desktop,library,https://www.electronjs.org/,Build cross-platform desktop apps with web tech,Wall|Infrastructure,desktop|cross-platform|chromium|node,0.9,0.8,0.0,0.5,0.9,,0,Desktop app for Spirit Sphere control
Stripe.js,awesome-js,Utilities,Payments,library,https://stripe.com/docs/js,Stripe payment integration client library,Wall|Infrastructure,payments|stripe|checkout|elements,0.9,0.8,0.0,0.8,0.9,,0,Payment processing for oracle cards
BaseAudioContext,web-audio,Web Audio API,Context,api,https://developer.mozilla.org/en-US/docs/Web/API/BaseAudioContext,Base definition for online and offline audio-processing graphs,Pantheon|Orbs,,0.9,0.8,0.0,0.6,0.9,AudioContext|OfflineAudioContext,0,Parent class - not instantiated directly
MediaStreamAudioSourceNode,web-audio,Web Audio API,Source Node,api,https://developer.mozilla.org/en-US/docs/Web/API/MediaStreamAudioSourceNode,Audio source from a live MediaStream (microphone/webcam),Pantheon,,0.9,0.8,0.0,0.8,0.9,MediaStream|AudioContext,0,Capture user voice for oracle interaction
AudioWorklet,web-audio,Web Audio API,Custom Processing,api,https://developer.mozilla.org/en-US/docs/Web/API/AudioWorklet,Interface for loading custom audio processing modules,Pantheon|Orbs,,0.9,0.8,0.0,0.7,0.9,AudioWorkletNode|AudioWorkletProcessor,0,Custom deity voice effects beyond built-in nodes
AudioWorkletProcessor,web-audio,Web Audio API,Custom Processing,api,https://developer.mozilla.org/en-US/docs/Web/API/AudioWorkletProcessor,Runs custom audio processing code in a separate thread,Pantheon|Orbs,,0.9,0.8,0.0,0.7,0.9,AudioWorkletNode|AudioWorkletGlobalScope,0,Implement custom processing without blocking main thread
Tone.FeedbackDelay,web-audio,Tone.js,Effect,library,https://tonejs.github.io/docs/FeedbackDelay,Delay effect with feedback loop for echo and rhythmic delay,Ritual,,0.9,0.8,0.0,0.7,0.9,DelayNode|Tone.Reverb,0,Ethereal echo for oracle voice delivery
Tone.EQ3,web-audio,Tone.js,Effect,library,https://tonejs.github.io/docs/EQ3,Three-band equalizer (low/mid/high),Pantheon,,0.9,0.8,0.0,0.7,0.9,BiquadFilterNode|Tone.Filter,0,Quick deity voice tone shaping
peaks.js,web-audio,Audio Library,Visualization,library,https://github.com/bbc/peaks.js,Browser-based audio waveform visualization from BBC,Pantheon,,0.9,0.8,0.0,0.5,0.9,Web Audio API|Canvas|Wavesurfer.js,0,BBC-built; excellent for audio editing interfaces
Tone.Panner3D,web-audio,Tone.js,Spatialization,library,https://tonejs.github.io/docs/Panner3D,3D spatial audio panner in Tone.js,Ritual,,0.9,0.8,0.0,0.8,0.9,PannerNode|AudioListener|Tone.Panner,0,Position deity voices in 3D space around user
Tone.Convolver,web-audio,Tone.js,Effect,library,https://tonejs.github.io/docs/Convolver,Convolution reverb effect using impulse response buffers,Ritual|Pantheon,,0.9,0.8,0.0,0.8,0.9,ConvolverNode|Tone.Reverb,0,Load temple/cave impulse responses for deity ambience
Tone.PitchShift,web-audio,Tone.js,Effect,library,https://tonejs.github.io/docs/PitchShift,Real-time pitch shifting without changing playback speed,Pantheon,,0.9,0.8,0.0,0.8,0.9,Tone.FrequencyShifter|DelayNode,0,Shift deity voice pitch for different characters
Tone.LFO,web-audio,Tone.js,Modulation,library,https://tonejs.github.io/docs/LFO,Low-frequency oscillator for modulating other parameters,Orbs|Ritual,,0.9,0.8,0.0,0.6,0.9,OscillatorNode|AudioParam,0,Drive rhythmic modulation of orb visual parameters
Tone.Envelope,web-audio,Tone.js,Modulation,library,https://tonejs.github.io/docs/Envelope,ADSR envelope generator for shaping signal amplitude over time,Ritual,,0.9,0.8,0.0,0.5,0.9,AudioParam|Tone.AmplitudeEnvelope,0,Shape how oracle sounds emerge and fade
Tone.AmplitudeEnvelope,web-audio,Tone.js,Modulation,library,https://tonejs.github.io/docs/AmplitudeEnvelope,Envelope connected to a gain node for volume shaping,Ritual|Pantheon,,0.9,0.8,0.0,0.6,0.9,Tone.Envelope|GainNode,0,Smooth fade-in/out for deity voice clips
Tone.CrossFade,web-audio,Tone.js,Utility,library,https://tonejs.github.io/docs/CrossFade,Crossfade between two audio inputs,Pantheon|Ritual,,0.9,0.8,0.0,0.7,0.9,GainNode|Tone.Gain,0,Smooth transition between deity voices or ambient layers
Tone.Recorder,web-audio,Tone.js,Utility,library,https://tonejs.github.io/docs/Recorder,Record audio from any Tone.js node to a blob,Pantheon,,0.9,0.8,0.0,0.6,0.9,MediaRecorder|MediaStreamAudioDestinationNode,0,Record oracle reading sessions for playback
KeyframeTrack,threejs-docs,Reference,Animation,api,https://threejs.org/docs/#api/en/animation/KeyframeTrack,,Pantheon,animation,1.0,0.7,0.1,0.5,0.89,,16,
Camera,threejs-docs,Reference,Cameras,api,https://threejs.org/docs/#api/en/cameras/Camera,,Constellation,rendering,1.0,0.7,0.1,0.5,0.89,,6,
OrthographicCamera,threejs-docs,Reference,Cameras,api,https://threejs.org/docs/#api/en/cameras/OrthographicCamera,,Constellation,rendering,1.0,0.7,0.1,0.5,0.89,PerspectiveCamera|Camera,6,
BufferAttribute,threejs-docs,Reference,Core,api,https://threejs.org/docs/#api/en/core/BufferAttribute,,Orbs,geometry,1.0,0.7,0.1,0.5,0.89,,12,
CylinderGeometry,threejs-docs,Reference,Geometries,api,https://threejs.org/docs/#api/en/geometries/CylinderGeometry,,Orbs,geometry,1.0,0.7,0.1,0.5,0.89,,18,
HemisphereLight,threejs-docs,Reference,Lights,api,https://threejs.org/docs/#api/en/lights/HemisphereLight,,Orbs,lighting|math,1.0,0.7,0.1,0.5,0.89,,21,
Light,threejs-docs,Reference,Lights,api,https://threejs.org/docs/#api/en/lights/Light,,Orbs,lighting,1.0,0.7,0.1,0.5,0.89,,21,
RectAreaLight,threejs-docs,Reference,Lights,api,https://threejs.org/docs/#api/en/lights/RectAreaLight,,Ritual,lighting|xr,1.0,0.7,0.1,0.5,0.89,,21,
Loader,threejs-docs,Reference,Loaders,api,https://threejs.org/docs/#api/en/loaders/Loader,,Orbs,loading,1.0,0.7,0.1,0.5,0.89,,1,
LineBasicMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/LineBasicMaterial,,Constellation|Orbs,materials,1.0,0.7,0.1,0.5,0.89,,22,
Material,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/Material,,Orbs,materials,1.0,0.7,0.1,0.5,0.89,,22,
MeshBasicMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/MeshBasicMaterial,,Orbs,geometry|materials,1.0,0.7,0.1,0.5,0.89,,22,
MeshLambertMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/MeshLambertMaterial,,Orbs,geometry|materials,1.0,0.7,0.1,0.5,0.89,,22,
MeshMatcapMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/MeshMatcapMaterial,,Orbs,geometry|materials,1.0,0.7,0.1,0.5,0.89,,22,
MeshPhongMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/MeshPhongMaterial,,Orbs,geometry|materials,1.0,0.7,0.1,0.5,0.89,,22,
MeshToonMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/MeshToonMaterial,,Orbs,geometry|materials,1.0,0.7,0.1,0.5,0.89,,22,
ShadowMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/ShadowMaterial,,Orbs,lighting|materials,1.0,0.7,0.1,0.5,0.89,,22,
SpriteMaterial,threejs-docs,Reference,Materials,api,https://threejs.org/docs/#api/en/materials/SpriteMaterial,,Orbs,materials|particles,1.0,0.7,0.1,0.5,0.89,,22,
BatchedMesh,threejs-docs,Reference,Objects,api,https://threejs.org/docs/#api/en/objects/BatchedMesh,,Orbs,geometry,1.0,0.7,0.1,0.5,0.89,InstancedMesh|Mesh|BufferGeometry,2,
LineSegments,threejs-docs,Reference,Objects,api,https://threejs.org/docs/#api/en/objects/LineSegments,,Constellation,geometry,1.0,0.7,0.1,0.5,0.89,,8,
Fog,threejs-docs,Reference,Scenes,api,https://threejs.org/docs/#api/en/scenes/Fog,,Orbs,rendering,1.0,0.7,0.1,0.5,0.89,,5,
FogExp2,threejs-docs,Reference,Scenes,api,https://threejs.org/docs/#api/en/scenes/FogExp2,,Orbs,rendering,1.0,0.7,0.1,0.5,0.89,,5,
CubeTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/CubeTexture,,Wall,textures,1.0,0.7,0.1,0.5,0.89,,12,
DataTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/DataTexture,,Wall,textures,1.0,0.7,0.1,0.5,0.89,,13,
DepthTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/DepthTexture,,Wall,materials|textures,1.0,0.7,0.1,0.5,0.89,,13,
Texture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/Texture,,Wall,textures,1.0,0.7,0.1,0.5,0.89,TextureLoader|Material|DataTexture,13,
VideoTexture,threejs-docs,Reference,Textures,api,https://threejs.org/docs/#api/en/textures/VideoTexture,,Wall,textures,1.0,0.7,0.1,0.5,0.89,,13,
RenderPass,threejs-docs,Addons,Postprocessing,api,https://threejs.org/docs/#examples/en/postprocessing/RenderPass,Addon/Example class,Orbs,postprocessing|rendering,1.0,0.7,0.1,0.5,0.89,,19,Addon/Example class
SSAOPass,threejs-docs,Addons,Postprocessing,api,https://threejs.org/docs/#examples/en/postprocessing/SSAOPass,Addon/Example class,Orbs,postprocessing,1.0,0.7,0.1,0.5,0.89,,19,Addon/Example class
FXAAPass,threejs-docs,Addons,Postprocessing,api,https://threejs.org/docs/#examples/en/postprocessing/FXAAPass,Addon/Example class,Orbs,postprocessing,1.0,0.7,0.1,0.5,0.89,,19,Addon/Example class
Tauri,awesome-js,UI,Desktop,library,https://tauri.app/,Build smaller faster more secure desktop apps,Wall|Infrastructure,desktop|rust|lightweight|secure,0.8,0.9,0.0,0.5,0.89,,0,Modern Electron alternative
Theatre.js,awesome-js,Animation,Timeline,library,https://www.theatrejs.com/,Animation toolbox for web,Pantheon|Orbs,animation|timeline|3d|keyframe,0.8,0.9,0.0,0.8,0.89,,0,Keyframe animation for deity sequences
jQuery,awesome-js,DOM,Manipulation,library,https://jquery.com/,Fast small feature-rich DOM manipulation library,Wall,dom|selectors|ajax|events,0.9,0.7,0.0,0.3,0.87,,0,Legacy but still widely used
Cheerio,awesome-js,DOM,Server,library,https://cheerio.js.org/,Core jQuery for server-side HTML parsing,Infrastructure,dom|parsing|server|scraping,0.9,0.7,0.0,0.4,0.87,,0,Server-side HTML manipulation
validator.js,awesome-js,Forms,Validation,library,https://github.com/chriso/validator.js,String validation and sanitization utility,Infrastructure,validation|sanitization|strings,0.9,0.7,0.0,0.4,0.87,,0,Server-side validation
esbuild,awesome-js,Build Tools,Bundler,library,https://esbuild.github.io/,Extremely fast JavaScript bundler,Infrastructure,bundler|fast|go|build,0.9,0.7,0.0,0.5,0.87,,0,Go-powered fast bundler
DOMPurify,awesome-js,Utilities,Security,library,https://github.com/cure53/DOMPurify,DOM-only XSS sanitizer for HTML/SVG,Infrastructure,security|xss|sanitizer|html,0.9,0.7,0.0,0.5,0.87,,0,Essential XSS protection
PDF.js,awesome-js,Utilities,Files,library,https://mozilla.github.io/pdf.js/,PDF viewer built with HTML5,Wall,pdf|viewer|rendering|html5,0.9,0.7,0.0,0.3,0.87,,0,PDF rendering
ace,awesome-js,Editors,Code,library,https://ace.c9.io/,Ajax.org Cloud9 code editor,Wall,editor|code|syntax|browser,0.9,0.7,0.0,0.3,0.87,,0,In-browser code editor
TinyMCE,awesome-js,Editors,Rich Text,library,https://www.tiny.cloud/,JavaScript rich text editor,Wall,editor|wysiwyg|rich-text|plugins,0.9,0.7,0.0,0.3,0.87,,0,Full-featured rich text
PM2,awesome-js,Utilities,Process,library,https://pm2.keymetrics.io/,Production process manager with load balancer,Infrastructure,process|manager|cluster|monitoring,0.9,0.7,0.0,0.5,0.87,,0,Production Node.js process manager
Sequelize,awesome-js,Utilities,ORM,library,https://sequelize.org/,Promise-based ORM for multiple SQL databases,Infrastructure,orm|sql|database|promise,0.9,0.7,0.0,0.3,0.87,,0,SQL ORM for Node.js
Ghost,awesome-js,Utilities,CMS,library,https://ghost.org/,Open source publishing platform,Infrastructure,cms|blog|publishing|node,0.9,0.7,0.0,0.3,0.87,,0,Node.js CMS
Winston,awesome-js,Utilities,Logging,library,https://github.com/winstonjs/winston,Multi-transport async logging library,Infrastructure,logging|transport|node|async,0.9,0.7,0.0,0.4,0.87,,0,Standard Node.js logger
Pino,awesome-js,Utilities,Logging,library,https://getpino.io/,Very low overhead Node.js logger,Infrastructure,logging|performance|json|node,0.9,0.7,0.0,0.4,0.87,,0,Fast JSON logger
Nodemailer,awesome-js,Utilities,Email,library,https://nodemailer.com/,Send emails with Node.js,Infrastructure,email|smtp|node|sending,0.9,0.7,0.0,0.4,0.87,,0,Email sending for oracle notifications
OfflineAudioContext,web-audio,Web Audio API,Context,api,https://developer.mozilla.org/en-US/docs/Web/API/OfflineAudioContext,Audio context that renders to an AudioBuffer rather than speakers,Pantheon,,0.9,0.7,0.0,0.7,0.87,AudioContext|AudioBuffer,0,Useful for pre-processing deity voice effects
MediaElementAudioSourceNode,web-audio,Web Audio API,Source Node,api,https://developer.mozilla.org/en-US/docs/Web/API/MediaElementAudioSourceNode,Audio source from an HTML audio or video element,Pantheon,,0.9,0.7,0.0,0.6,0.87,HTMLMediaElement|AudioContext,0,Stream oracle readings from media elements
AudioScheduledSourceNode,web-audio,Web Audio API,Source Node,api,https://developer.mozilla.org/en-US/docs/Web/API/AudioScheduledSourceNode,Parent interface for audio source nodes with start/stop scheduling,Pantheon|Orbs,,0.9,0.7,0.0,0.4,0.87,OscillatorNode|AudioBufferSourceNode|ConstantSourceNode,0,Abstract base for timed sources
WaveShaperNode,web-audio,Web Audio API,Effect Node,api,https://developer.mozilla.org/en-US/docs/Web/API/WaveShaperNode,Non-linear distortion using a curve-shaping function,Orbs|Ritual,,0.9,0.7,0.0,0.6,0.87,AudioNode|Float32Array,0,Add otherworldly texture to deity voices
Tone.NoiseSynth,web-audio,Tone.js,Synthesizer,library,https://tonejs.github.io/docs/NoiseSynth,Synthesizer using filtered noise as its sound source,Ritual,,0.9,0.7,0.0,0.5,0.87,Tone.Noise|Tone.Synth,0,Ocean/wind ambient sounds for oracle environment
